YEAR,STATE,ITEM,VALUE
2012,WEST VIRGINIA,TOTALPRICE,838000
2012,WISCONSIN,LBPERCOL,69
2012,WISCONSIN,NUMCOL,60000
2012,WISCONSIN,TOTALLB,4140000
2012,WISCONSIN,TOTALPRICE,8487000
2012,WYOMING,LBPERCOL,51
2012,WYOMING,NUMCOL,50000
2012,WYOMING,TOTALLB,2550000
2012,WYOMING,TOTALPRICE,4769000
2011,ALABAMA,LBPERCOL,50
2011,ALABAMA,NUMCOL,9000
2011,ALABAMA,TOTALLB,450000
2011,ALABAMA,TOTALPRICE,1130000
2011,ARIZONA,LBPERCOL,53
2011,ARIZONA,NUMCOL,23000
2011,ARIZONA,TOTALLB,1219000
2011,ARIZONA,TOTALPRICE,1889000
2011,ARKANSAS,LBPERCOL,64
2011,ARKANSAS,NUMCOL,22000
2011,ARKANSAS,TOTALLB,1408000
2011,ARKANSAS,TOTALPRICE,2281000
2011,CALIFORNIA,LBPERCOL,48
2011,CALIFORNIA,NUMCOL,370000
2011,CALIFORNIA,TOTALLB,17760000
2011,CALIFORNIA,TOTALPRICE,29304000
2011,COLORADO,LBPERCOL,55
2011,COLORADO,NUMCOL,31000
2011,COLORADO,TOTALLB,1705000
2011,COLORADO,TOTALPRICE,3410000
2011,FLORIDA,LBPERCOL,61
2011,FLORIDA,NUMCOL,180000
2011,FLORIDA,TOTALLB,10980000
2011,FLORIDA,TOTALPRICE,18446000
2011,GEORGIA,LBPERCOL,43
2011,GEORGIA,NUMCOL,65000
2011,GEORGIA,TOTALLB,2795000
2011,GEORGIA,TOTALPRICE,4612000
2011,HAWAII,LBPERCOL,74
2011,HAWAII,NUMCOL,9000
2011,HAWAII,TOTALLB,666000
2011,HAWAII,TOTALPRICE,2431000
2011,IDAHO,LBPERCOL,36
2011,IDAHO,NUMCOL,87000
2011,IDAHO,TOTALLB,3132000
2011,IDAHO,TOTALPRICE,5575000
2011,ILLINOIS,LBPERCOL,50
2011,ILLINOIS,NUMCOL,7000
2011,ILLINOIS,TOTALLB,350000
2011,ILLINOIS,TOTALPRICE,1365000
2011,INDIANA,LBPERCOL,51
2011,INDIANA,NUMCOL,8000
2011,INDIANA,TOTALLB,408000
2011,INDIANA,TOTALPRICE,873000
2011,IOWA,LBPERCOL,62
2011,IOWA,NUMCOL,25000
2011,IOWA,TOTALLB,1550000
2011,IOWA,TOTALPRICE,3038000
2011,KANSAS,LBPERCOL,44
2011,KANSAS,NUMCOL,7000
2011,KANSAS,TOTALLB,308000
2011,KANSAS,TOTALPRICE,662000
2011,KENTUCKY,LBPERCOL,39
2011,KENTUCKY,NUMCOL,4000
2011,KENTUCKY,TOTALLB,156000
2011,KENTUCKY,TOTALPRICE,495000
2011,LOUISIANA,LBPERCOL,77
2011,LOUISIANA,NUMCOL,36000
2011,LOUISIANA,TOTALLB,2772000
2011,LOUISIANA,TOTALPRICE,4629000
2011,MAINE,LBPERCOL,30
2011,MAINE,NUMCOL,4000
2011,MAINE,TOTALLB,120000
2011,MAINE,TOTALPRICE,238000
2011,MICHIGAN,LBPERCOL,64
2011,MICHIGAN,NUMCOL,74000
2011,MICHIGAN,TOTALLB,4736000
2011,MICHIGAN,TOTALPRICE,8572000
2011,MINNESOTA,LBPERCOL,53
2011,MINNESOTA,NUMCOL,120000
2011,MINNESOTA,TOTALLB,6360000
2011,MINNESOTA,TOTALPRICE,10367000
2011,MISSISSIPPI,LBPERCOL,115
2011,MISSISSIPPI,NUMCOL,18000
2011,MISSISSIPPI,TOTALLB,2070000
2011,MISSISSIPPI,TOTALPRICE,3167000
2011,MISSOURI,LBPERCOL,43
2011,MISSOURI,NUMCOL,8000
2011,MISSOURI,TOTALLB,344000
2011,MISSOURI,TOTALPRICE,736000
2011,MONTANA,LBPERCOL,92
2011,MONTANA,NUMCOL,145000
2011,MONTANA,TOTALLB,13340000
2011,MONTANA,TOTALPRICE,22678000
2011,NEBRASKA,LBPERCOL,59
2011,NEBRASKA,NUMCOL,41000
2011,NEBRASKA,TOTALLB,2419000
2011,NEBRASKA,TOTALPRICE,4233000
2011,NEW JERSEY,LBPERCOL,41
2011,NEW JERSEY,NUMCOL,11000
2011,NEW JERSEY,TOTALLB,451000
2011,NEW JERSEY,TOTALPRICE,1669000
2011,NEW MEXICO,LBPERCOL,56
2011,NEW MEXICO,NUMCOL,7000
2011,NEW MEXICO,TOTALLB,392000
2011,NEW MEXICO,TOTALPRICE,662000
2011,NEW YORK,LBPERCOL,56
2011,NEW YORK,NUMCOL,49000
2011,NEW YORK,TOTALLB,2744000
2011,NEW YORK,TOTALPRICE,5378000
2011,NORTH CAROLINA,LBPERCOL,62
2011,NORTH CAROLINA,NUMCOL,14000
2011,NORTH CAROLINA,TOTALLB,868000
2011,NORTH CAROLINA,TOTALPRICE,2456000
2011,NORTH DAKOTA,LBPERCOL,71
2011,NORTH DAKOTA,NUMCOL,460000
2011,NORTH DAKOTA,TOTALLB,32660000
2011,NORTH DAKOTA,TOTALPRICE,54542000
2011,OHIO,LBPERCOL,66
2011,OHIO,NUMCOL,15000
2011,OHIO,TOTALLB,990000
2011,OHIO,TOTALPRICE,2317000
2011,OREGON,LBPERCOL,34
2011,OREGON,NUMCOL,60000
2011,OREGON,TOTALLB,2040000
2011,OREGON,TOTALPRICE,3427000
2011,OTHER STATES,LBPERCOL,46
2011,OTHER STATES,NUMCOL,25000
2011,OTHER STATES,TOTALLB,1156000
2011,OTHER STATES,TOTALPRICE,3456000
2011,PENNSYLVANIA,LBPERCOL,44
2011,PENNSYLVANIA,NUMCOL,24000
2011,PENNSYLVANIA,TOTALLB,1056000
2011,PENNSYLVANIA,TOTALPRICE,2693000
2011,SOUTH DAKOTA,LBPERCOL,66
2011,SOUTH DAKOTA,NUMCOL,250000
2011,SOUTH DAKOTA,TOTALLB,16500000
2011,SOUTH DAKOTA,TOTALPRICE,28050000
2011,TENNESSEE,LBPERCOL,44
2011,TENNESSEE,NUMCOL,7000
2011,TENNESSEE,TOTALLB,308000
2011,TENNESSEE,TOTALPRICE,902000
2011,TEXAS,LBPERCOL,58
2011,TEXAS,NUMCOL,78000
2011,TEXAS,TOTALLB,4524000
2011,TEXAS,TOTALPRICE,8053000
2011,UTAH,LBPERCOL,39
2011,UTAH,NUMCOL,23000
2011,UTAH,TOTALLB,897000
2011,UTAH,TOTALPRICE,1570000
2011,VERMONT,LBPERCOL,43
2011,VERMONT,NUMCOL,4000
2011,VERMONT,TOTALLB,172000
2011,VERMONT,TOTALPRICE,397000
2011,VIRGINIA,LBPERCOL,40
2011,VIRGINIA,NUMCOL,4000
2011,VIRGINIA,TOTALLB,160000
2011,VIRGINIA,TOTALPRICE,651000
2011,WASHINGTON,LBPERCOL,38
2011,WASHINGTON,NUMCOL,71000
2011,WASHINGTON,TOTALLB,2698000
2011,WASHINGTON,TOTALPRICE,5207000
2011,WEST VIRGINIA,LBPERCOL,53
2011,WEST VIRGINIA,NUMCOL,4000
2011,WEST VIRGINIA,TOTALLB,212000
2011,WEST VIRGINIA,TOTALPRICE,545000
2011,WISCONSIN,LBPERCOL,63
2011,WISCONSIN,NUMCOL,57000
2011,WISCONSIN,TOTALLB,3591000
2011,WISCONSIN,TOTALPRICE,6787000
2011,WYOMING,LBPERCOL,54
2011,WYOMING,NUMCOL,35000
2011,WYOMING,TOTALLB,1890000
2011,WYOMING,TOTALPRICE,3251000
2010,ALABAMA,LBPERCOL,54
2010,ALABAMA,NUMCOL,9000
2010,ALABAMA,TOTALLB,486000
2010,ALABAMA,TOTALPRICE,1166000
2010,ARIZONA,LBPERCOL,77
2010,ARIZONA,NUMCOL,24000
2010,ARIZONA,TOTALLB,1848000
2010,ARIZONA,TOTALPRICE,2809000
2010,ARKANSAS,LBPERCOL,60
2010,ARKANSAS,NUMCOL,25000
2010,ARKANSAS,TOTALLB,1500000
2010,ARKANSAS,TOTALPRICE,2205000
2010,CALIFORNIA,LBPERCOL,67
2010,CALIFORNIA,NUMCOL,410000
2010,CALIFORNIA,TOTALLB,27470000
2010,CALIFORNIA,TOTALPRICE,42579000
2010,COLORADO,LBPERCOL,56
2010,COLORADO,NUMCOL,34000
2010,COLORADO,TOTALLB,1904000
2010,COLORADO,TOTALPRICE,2894000
2010,FLORIDA,LBPERCOL,69
2010,FLORIDA,NUMCOL,200000
2010,FLORIDA,TOTALLB,13800000
2010,FLORIDA,TOTALPRICE,21528000
2010,GEORGIA,LBPERCOL,46
2010,GEORGIA,NUMCOL,55000
2010,GEORGIA,TOTALLB,2530000
2010,GEORGIA,TOTALPRICE,4225000
2010,HAWAII,LBPERCOL,77
2010,HAWAII,NUMCOL,10000
2010,HAWAII,TOTALLB,770000
2010,HAWAII,TOTALPRICE,2118000
2010,IDAHO,LBPERCOL,27
2010,IDAHO,NUMCOL,97000
2010,IDAHO,TOTALLB,2619000
2010,IDAHO,TOTALPRICE,4217000
2010,ILLINOIS,LBPERCOL,41
2010,ILLINOIS,NUMCOL,9000
2010,ILLINOIS,TOTALLB,369000
2010,ILLINOIS,TOTALPRICE,1026000
2010,INDIANA,LBPERCOL,43
2010,INDIANA,NUMCOL,10000
2010,INDIANA,TOTALLB,430000
2010,INDIANA,TOTALPRICE,959000
2010,IOWA,LBPERCOL,49
2010,IOWA,NUMCOL,27000
2010,IOWA,TOTALLB,1323000
2010,IOWA,TOTALPRICE,2540000
2010,KANSAS,LBPERCOL,52
2010,KANSAS,NUMCOL,9000
2010,KANSAS,TOTALLB,468000
2010,KANSAS,TOTALPRICE,945000
2010,KENTUCKY,LBPERCOL,67
2010,KENTUCKY,NUMCOL,5000
2010,KENTUCKY,TOTALLB,335000
2010,KENTUCKY,TOTALPRICE,911000
2010,LOUISIANA,LBPERCOL,80
2010,LOUISIANA,NUMCOL,36000
2010,LOUISIANA,TOTALLB,2880000
2010,LOUISIANA,TOTALPRICE,4320000
2010,MAINE,LBPERCOL,41
2010,MAINE,NUMCOL,5000
2010,MAINE,TOTALLB,205000
2010,MAINE,TOTALPRICE,420000
2010,MICHIGAN,LBPERCOL,58
2010,MICHIGAN,NUMCOL,71000
2010,MICHIGAN,TOTALLB,4118000
2010,MICHIGAN,TOTALPRICE,6877000
2010,MINNESOTA,LBPERCOL,66
2010,MINNESOTA,NUMCOL,128000
2010,MINNESOTA,TOTALLB,8448000
2010,MINNESOTA,TOTALPRICE,13094000
2010,MISSISSIPPI,LBPERCOL,98
2010,MISSISSIPPI,NUMCOL,16000
2010,MISSISSIPPI,TOTALLB,1568000
2010,MISSISSIPPI,TOTALPRICE,2258000
2010,MISSOURI,LBPERCOL,52
2010,MISSOURI,NUMCOL,11000
2010,MISSOURI,TOTALLB,572000
2010,MISSOURI,TOTALPRICE,1030000
2010,MONTANA,LBPERCOL,74
2010,MONTANA,NUMCOL,157000
2010,MONTANA,TOTALLB,11618000
2010,MONTANA,TOTALPRICE,18356000
2010,NEBRASKA,LBPERCOL,55
2010,NEBRASKA,NUMCOL,41000
2010,NEBRASKA,TOTALLB,2255000
2010,NEBRASKA,TOTALPRICE,3405000
2010,NEW JERSEY,LBPERCOL,35
2010,NEW JERSEY,NUMCOL,13000
2010,NEW JERSEY,TOTALLB,455000
2010,NEW JERSEY,TOTALPRICE,865000
2010,NEW MEXICO,LBPERCOL,66
2010,NEW MEXICO,NUMCOL,7000
2010,NEW MEXICO,TOTALLB,462000
2010,NEW MEXICO,TOTALPRICE,730000
2010,NEW YORK,LBPERCOL,64
2010,NEW YORK,NUMCOL,45000
2010,NEW YORK,TOTALLB,2880000
2010,NEW YORK,TOTALPRICE,5645000
2010,NORTH CAROLINA,LBPERCOL,46
2010,NORTH CAROLINA,NUMCOL,13000
2010,NORTH CAROLINA,TOTALLB,598000
2010,NORTH CAROLINA,TOTALPRICE,1591000
2010,NORTH DAKOTA,LBPERCOL,91
2010,NORTH DAKOTA,NUMCOL,510000
2010,NORTH DAKOTA,TOTALLB,46410000
2010,NORTH DAKOTA,TOTALPRICE,69615000
2010,OHIO,LBPERCOL,62
2010,OHIO,NUMCOL,18000
2010,OHIO,TOTALLB,1116000
2010,OHIO,TOTALPRICE,2544000
2010,OREGON,LBPERCOL,39
2010,OREGON,NUMCOL,59000
2010,OREGON,TOTALLB,2301000
2010,OREGON,TOTALPRICE,3751000
2010,OTHER STATES,LBPERCOL,45
2010,OTHER STATES,NUMCOL,26000
2010,OTHER STATES,TOTALLB,1168000
2010,OTHER STATES,TOTALPRICE,3282000
2010,PENNSYLVANIA,LBPERCOL,37
2010,PENNSYLVANIA,NUMCOL,30000
2010,PENNSYLVANIA,TOTALLB,1110000
2010,PENNSYLVANIA,TOTALPRICE,2364000
2010,SOUTH DAKOTA,LBPERCOL,58
2010,SOUTH DAKOTA,NUMCOL,265000
2010,SOUTH DAKOTA,TOTALLB,15370000
2010,SOUTH DAKOTA,TOTALPRICE,23209000
2010,TENNESSEE,LBPERCOL,63
2010,TENNESSEE,NUMCOL,8000
2010,TENNESSEE,TOTALLB,504000
2010,TENNESSEE,TOTALPRICE,1260000
2010,TEXAS,LBPERCOL,72
2010,TEXAS,NUMCOL,100000
2010,TEXAS,TOTALLB,7200000
2010,TEXAS,TOTALPRICE,10872000
2010,UTAH,LBPERCOL,30
2010,UTAH,NUMCOL,26000
2010,UTAH,TOTALLB,780000
2010,UTAH,TOTALPRICE,1193000
2010,VERMONT,LBPERCOL,65
2010,VERMONT,NUMCOL,4000
2010,VERMONT,TOTALLB,260000
2010,VERMONT,TOTALPRICE,806000
2010,VIRGINIA,LBPERCOL,37
2010,VIRGINIA,NUMCOL,5000
2010,VIRGINIA,TOTALLB,185000
2010,VIRGINIA,TOTALPRICE,614000
2010,WASHINGTON,LBPERCOL,37
2010,WASHINGTON,NUMCOL,71000
2010,WASHINGTON,TOTALLB,2627000
2010,WASHINGTON,TOTALPRICE,4124000
2010,WEST VIRGINIA,LBPERCOL,40
2010,WEST VIRGINIA,NUMCOL,5000
2010,WEST VIRGINIA,TOTALLB,200000
2010,WEST VIRGINIA,TOTALPRICE,478000
2010,WISCONSIN,LBPERCOL,64
2010,WISCONSIN,NUMCOL,64000
2010,WISCONSIN,TOTALLB,4096000
2010,WISCONSIN,TOTALPRICE,6881000
2010,WYOMING,LBPERCOL,36
2010,WYOMING,NUMCOL,34000
2010,WYOMING,TOTALLB,1224000
2010,WYOMING,TOTALPRICE,1946000
2009,ALABAMA,LBPERCOL,50
2009,ALABAMA,NUMCOL,9000
2009,ALABAMA,TOTALLB,450000
2009,ALABAMA,TOTALPRICE,837000
2009,ARIZONA,LBPERCOL,52
2009,ARIZONA,NUMCOL,20000
2009,ARIZONA,TOTALLB,1040000
2009,ARIZONA,TOTALPRICE,1508000
2009,ARKANSAS,LBPERCOL,57
2009,ARKANSAS,NUMCOL,24000
2009,ARKANSAS,TOTALLB,1368000
2009,ARKANSAS,TOTALPRICE,1943000
2009,CALIFORNIA,LBPERCOL,33
2009,CALIFORNIA,NUMCOL,355000
2009,CALIFORNIA,TOTALLB,11715000
2009,CALIFORNIA,TOTALPRICE,16284000
2009,COLORADO,LBPERCOL,53
2009,COLORADO,NUMCOL,28000
2009,COLORADO,TOTALLB,1484000
2009,COLORADO,TOTALPRICE,2122000
2009,FLORIDA,LBPERCOL,68
2009,FLORIDA,NUMCOL,170000
2009,FLORIDA,TOTALLB,11560000
2009,FLORIDA,TOTALPRICE,16415000
2009,GEORGIA,LBPERCOL,41
2009,GEORGIA,NUMCOL,65000
2009,GEORGIA,TOTALLB,2665000
2009,GEORGIA,TOTALPRICE,3918000
2009,HAWAII,LBPERCOL,95
2009,HAWAII,NUMCOL,10000
2009,HAWAII,TOTALLB,950000
2009,HAWAII,TOTALPRICE,1672000
2009,IDAHO,LBPERCOL,46
2009,IDAHO,NUMCOL,103000
2009,IDAHO,TOTALLB,4738000
2009,IDAHO,TOTALPRICE,7202000
2009,ILLINOIS,LBPERCOL,34
2009,ILLINOIS,NUMCOL,8000
2009,ILLINOIS,TOTALLB,272000
2009,ILLINOIS,TOTALPRICE,694000
2009,INDIANA,LBPERCOL,32
2009,INDIANA,NUMCOL,9000
2009,INDIANA,TOTALLB,288000
2009,INDIANA,TOTALPRICE,582000
2009,IOWA,LBPERCOL,42
2009,IOWA,NUMCOL,26000
2009,IOWA,TOTALLB,1092000
2009,IOWA,TOTALPRICE,1747000
2009,KANSAS,LBPERCOL,63
2009,KANSAS,NUMCOL,9000
2009,KANSAS,TOTALLB,567000
2009,KANSAS,TOTALPRICE,1049000
2009,KENTUCKY,LBPERCOL,35
2009,KENTUCKY,NUMCOL,5000
2009,KENTUCKY,TOTALLB,175000
2009,KENTUCKY,TOTALPRICE,474000
2009,LOUISIANA,LBPERCOL,103
2009,LOUISIANA,NUMCOL,37000
2009,LOUISIANA,TOTALLB,3811000
2009,LOUISIANA,TOTALPRICE,5183000
2009,MAINE,LBPERCOL,50
2009,MAINE,NUMCOL,6000
2009,MAINE,TOTALLB,300000
2009,MAINE,TOTALPRICE,585000
2009,MICHIGAN,LBPERCOL,60
2009,MICHIGAN,NUMCOL,66000
2009,MICHIGAN,TOTALLB,3960000
2009,MICHIGAN,TOTALPRICE,6138000
2009,MINNESOTA,LBPERCOL,65
2009,MINNESOTA,NUMCOL,122000
2009,MINNESOTA,TOTALLB,7930000
2009,MINNESOTA,TOTALPRICE,11419000
2009,MISSISSIPPI,LBPERCOL,104
2009,MISSISSIPPI,NUMCOL,14000
2009,MISSISSIPPI,TOTALLB,1456000
2009,MISSISSIPPI,TOTALPRICE,1922000
2009,MISSOURI,LBPERCOL,47
2009,MISSOURI,NUMCOL,11000
2009,MISSOURI,TOTALLB,517000
2009,MISSOURI,TOTALPRICE,1029000
2009,MONTANA,LBPERCOL,70
2009,MONTANA,NUMCOL,146000
2009,MONTANA,TOTALLB,10220000
2009,MONTANA,TOTALPRICE,14921000
2009,NEBRASKA,LBPERCOL,56
2009,NEBRASKA,NUMCOL,48000
2009,NEBRASKA,TOTALLB,2688000
2009,NEBRASKA,TOTALPRICE,3924000
2009,NEW JERSEY,LBPERCOL,32
2009,NEW JERSEY,NUMCOL,11000
2009,NEW JERSEY,TOTALLB,352000
2009,NEW JERSEY,TOTALPRICE,831000
2009,NEW MEXICO,LBPERCOL,60
2009,NEW MEXICO,NUMCOL,7000
2009,NEW MEXICO,TOTALLB,420000
2009,NEW MEXICO,TOTALPRICE,668000
2009,NEW YORK,LBPERCOL,65
2009,NEW YORK,NUMCOL,45000
2009,NEW YORK,TOTALLB,2925000
2009,NEW YORK,TOTALPRICE,5645000
2009,NORTH CAROLINA,LBPERCOL,45
2009,NORTH CAROLINA,NUMCOL,11000
2009,NORTH CAROLINA,TOTALLB,495000
2009,NORTH CAROLINA,TOTALPRICE,1272000
2009,NORTH DAKOTA,LBPERCOL,77
2009,NORTH DAKOTA,NUMCOL,450000
2009,NORTH DAKOTA,TOTALLB,34650000
2009,NORTH DAKOTA,TOTALPRICE,47817000
2009,OHIO,LBPERCOL,50
2009,OHIO,NUMCOL,11000
2009,OHIO,TOTALLB,550000
2009,OHIO,TOTALPRICE,1546000
2009,OREGON,LBPERCOL,34
2009,OREGON,NUMCOL,55000
2009,OREGON,TOTALLB,1870000
2009,OREGON,TOTALPRICE,2880000
2009,OTHER STATES,LBPERCOL,52
2009,OTHER STATES,NUMCOL,26000
2009,OTHER STATES,TOTALLB,1348000
2009,OTHER STATES,TOTALPRICE,3195000
2009,PENNSYLVANIA,LBPERCOL,40
2009,PENNSYLVANIA,NUMCOL,21000
2009,PENNSYLVANIA,TOTALLB,840000
2009,PENNSYLVANIA,TOTALPRICE,1705000
2009,SOUTH DAKOTA,LBPERCOL,66
2009,SOUTH DAKOTA,NUMCOL,270000
2009,SOUTH DAKOTA,TOTALLB,17820000
2009,SOUTH DAKOTA,TOTALPRICE,25304000
2009,TENNESSEE,LBPERCOL,51
2009,TENNESSEE,NUMCOL,7000
2009,TENNESSEE,TOTALLB,357000
2009,TENNESSEE,TOTALPRICE,846000
2009,TEXAS,LBPERCOL,63
2009,TEXAS,NUMCOL,89000
2009,TEXAS,TOTALLB,5607000
2009,TEXAS,TOTALPRICE,7794000
2009,UTAH,LBPERCOL,38
2009,UTAH,NUMCOL,26000
2009,UTAH,TOTALLB,988000
2009,UTAH,TOTALPRICE,1442000
2009,VERMONT,LBPERCOL,49
2009,VERMONT,NUMCOL,5000
2009,VERMONT,TOTALLB,245000
2009,VERMONT,TOTALPRICE,492000
2009,VIRGINIA,LBPERCOL,39
2009,VIRGINIA,NUMCOL,6000
2009,VIRGINIA,TOTALLB,234000
2009,VIRGINIA,TOTALPRICE,807000
2009,WASHINGTON,LBPERCOL,44
2009,WASHINGTON,NUMCOL,62000
2009,WASHINGTON,TOTALLB,2728000
2009,WASHINGTON,TOTALPRICE,4310000
2009,WEST VIRGINIA,LBPERCOL,37
2009,WEST VIRGINIA,NUMCOL,5000
2009,WEST VIRGINIA,TOTALLB,185000
2009,WEST VIRGINIA,TOTALPRICE,481000
2009,WISCONSIN,LBPERCOL,60
2009,WISCONSIN,NUMCOL,63000
2009,WISCONSIN,TOTALLB,3780000
2009,WISCONSIN,TOTALPRICE,5972000
2009,WYOMING,LBPERCOL,48
2009,WYOMING,NUMCOL,37000
2009,WYOMING,TOTALLB,1776000
2009,WYOMING,TOTALPRICE,2540000
2008,ALABAMA,LBPERCOL,66
2008,ALABAMA,NUMCOL,9000
2008,ALABAMA,TOTALLB,594000
2008,ALABAMA,TOTALPRICE,1129000
2008,ARIZONA,LBPERCOL,64
2008,ARIZONA,NUMCOL,25000
2008,ARIZONA,TOTALLB,1600000
2008,ARIZONA,TOTALPRICE,2016000
2008,ARKANSAS,LBPERCOL,75
2008,ARKANSAS,NUMCOL,28000
2008,ARKANSAS,TOTALLB,2100000
2008,ARKANSAS,TOTALPRICE,2835000
2008,CALIFORNIA,LBPERCOL,51
2008,CALIFORNIA,NUMCOL,360000
2008,CALIFORNIA,TOTALLB,18360000
2008,CALIFORNIA,TOTALPRICE,25520000
2008,COLORADO,LBPERCOL,45
2008,COLORADO,NUMCOL,27000
2008,COLORADO,TOTALLB,1215000
2008,COLORADO,TOTALPRICE,1835000
2008,FLORIDA,LBPERCOL,79
2008,FLORIDA,NUMCOL,150000
2008,FLORIDA,TOTALLB,11850000
2008,FLORIDA,TOTALPRICE,15642000
2008,GEORGIA,LBPERCOL,71
2008,GEORGIA,NUMCOL,65000
2008,GEORGIA,TOTALLB,4615000
2008,GEORGIA,TOTALPRICE,7015000
2008,HAWAII,LBPERCOL,90
2008,HAWAII,NUMCOL,10000
2008,HAWAII,TOTALLB,900000
2008,HAWAII,TOTALPRICE,1431000
2008,IDAHO,LBPERCOL,40
2008,IDAHO,NUMCOL,90000
2008,IDAHO,TOTALLB,3600000
2008,IDAHO,TOTALPRICE,5256000
2008,ILLINOIS,LBPERCOL,56
2008,ILLINOIS,NUMCOL,8000
2008,ILLINOIS,TOTALLB,448000
2008,ILLINOIS,TOTALPRICE,1160000
2008,INDIANA,LBPERCOL,67
2008,INDIANA,NUMCOL,7000
2008,INDIANA,TOTALLB,469000
2008,INDIANA,TOTALPRICE,788000
2008,IOWA,LBPERCOL,62
2008,IOWA,NUMCOL,24000
2008,IOWA,TOTALLB,1488000
2008,IOWA,TOTALPRICE,2351000
2008,KANSAS,LBPERCOL,61
2008,KANSAS,NUMCOL,10000
2008,KANSAS,TOTALLB,610000
2008,KANSAS,TOTALPRICE,946000
2008,KENTUCKY,LBPERCOL,39
2008,KENTUCKY,NUMCOL,4000
2008,KENTUCKY,TOTALLB,156000
2008,KENTUCKY,TOTALPRICE,381000
2008,LOUISIANA,LBPERCOL,77
2008,LOUISIANA,NUMCOL,40000
2008,LOUISIANA,TOTALLB,3080000
2008,LOUISIANA,TOTALPRICE,4189000
2008,MAINE,LBPERCOL,42
2008,MAINE,NUMCOL,7000
2008,MAINE,TOTALLB,294000
2008,MAINE,TOTALPRICE,462000
2008,MICHIGAN,LBPERCOL,73
2008,MICHIGAN,NUMCOL,71000
2008,MICHIGAN,TOTALLB,5183000
2008,MICHIGAN,TOTALPRICE,7464000
2008,MINNESOTA,LBPERCOL,78
2008,MINNESOTA,NUMCOL,122000
2008,MINNESOTA,TOTALLB,9516000
2008,MINNESOTA,TOTALPRICE,13227000
2008,MISSISSIPPI,LBPERCOL,98
2008,MISSISSIPPI,NUMCOL,14000
2008,MISSISSIPPI,TOTALLB,1372000
2008,MISSISSIPPI,TOTALPRICE,1784000
2008,MISSOURI,LBPERCOL,53
2008,MISSOURI,NUMCOL,11000
2008,MISSOURI,TOTALLB,583000
2008,MISSOURI,TOTALPRICE,979000
2008,MONTANA,LBPERCOL,70
2008,MONTANA,NUMCOL,134000
2008,MONTANA,TOTALLB,9380000
2008,MONTANA,TOTALPRICE,12851000
2008,NEBRASKA,LBPERCOL,67
2008,NEBRASKA,NUMCOL,36000
2008,NEBRASKA,TOTALLB,2412000
2008,NEBRASKA,TOTALPRICE,3497000
2008,NEVADA,LBPERCOL,29
2008,NEVADA,NUMCOL,10000
2008,NEVADA,TOTALLB,290000
2008,NEVADA,TOTALPRICE,412000
2008,NEW JERSEY,LBPERCOL,40
2008,NEW JERSEY,NUMCOL,9000
2008,NEW JERSEY,TOTALLB,360000
2008,NEW JERSEY,TOTALPRICE,583000
2008,NEW MEXICO,LBPERCOL,48
2008,NEW MEXICO,NUMCOL,6000
2008,NEW MEXICO,TOTALLB,288000
2008,NEW MEXICO,TOTALPRICE,426000
2008,NEW YORK,LBPERCOL,70
2008,NEW YORK,NUMCOL,50000
2008,NEW YORK,TOTALLB,3500000
2008,NEW YORK,TOTALPRICE,5775000
2008,NORTH CAROLINA,LBPERCOL,52
2008,NORTH CAROLINA,NUMCOL,12000
2008,NORTH CAROLINA,TOTALLB,624000
2008,NORTH CAROLINA,TOTALPRICE,1360000
2008,NORTH DAKOTA,LBPERCOL,90
2008,NORTH DAKOTA,NUMCOL,400000
2008,NORTH DAKOTA,TOTALLB,36000000
2008,NORTH DAKOTA,TOTALPRICE,48960000
2008,OHIO,LBPERCOL,53
2008,OHIO,NUMCOL,14000
2008,OHIO,TOTALLB,742000
2008,OHIO,TOTALPRICE,1247000
2008,OREGON,LBPERCOL,43
2008,OREGON,NUMCOL,50000
2008,OREGON,TOTALLB,2150000
2008,OREGON,TOTALPRICE,3032000
2008,OTHER STATES,LBPERCOL,51
2008,OTHER STATES,NUMCOL,16000
2008,OTHER STATES,TOTALLB,817000
2008,OTHER STATES,TOTALPRICE,1912000
2008,PENNSYLVANIA,LBPERCOL,48
2008,PENNSYLVANIA,NUMCOL,23000
2008,PENNSYLVANIA,TOTALLB,1104000
2008,PENNSYLVANIA,TOTALPRICE,1822000
2008,SOUTH DAKOTA,LBPERCOL,95
2008,SOUTH DAKOTA,NUMCOL,225000
2008,SOUTH DAKOTA,TOTALLB,21375000
2008,SOUTH DAKOTA,TOTALPRICE,28643000
2008,TENNESSEE,LBPERCOL,61
2008,TENNESSEE,NUMCOL,7000
2008,TENNESSEE,TOTALLB,427000
2008,TENNESSEE,TOTALPRICE,892000
2008,TEXAS,LBPERCOL,64
2008,TEXAS,NUMCOL,77000
2008,TEXAS,TOTALLB,4928000
2008,TEXAS,TOTALPRICE,6604000
2008,UTAH,LBPERCOL,48
2008,UTAH,NUMCOL,28000
2008,UTAH,TOTALLB,1344000
2008,UTAH,TOTALPRICE,2110000
2008,VERMONT,LBPERCOL,66
2008,VERMONT,NUMCOL,5000
2008,VERMONT,TOTALLB,330000
2008,VERMONT,TOTALPRICE,726000
2008,VIRGINIA,LBPERCOL,42
2008,VIRGINIA,NUMCOL,6000
2008,VIRGINIA,TOTALLB,252000
2008,VIRGINIA,TOTALPRICE,610000
2008,WASHINGTON,LBPERCOL,44
